Campagne,Region,Site,Famille,Variete,Num Parcelle,CodeTracabilite,Date,Tonnage,is_train,Recolte,day,month,year,irrigation_daily_mean,irrigation_daily_std,irrigation_daily_median,irrigation_daily_quantile_25th,irrigation_daily_quantile_75th,irrigation_daily_min,irrigation_daily_max,irrigation_cumulee_1,irrigation_cumulee_2,irrigation_cumulee_3,irrigation_cumulee_4,irrigation_cumulee_5,irrigation_cumulee_6,irrigation_cumulee_7,irrigation_cumulee_8,irrigation_cumulee_9,irrigation_cumulee_10,irrigation_cumulee_11,irrigation_cumulee_12,N_cumulee_1,P_cumulee_1,K_cumulee_1,N_cumulee_2,P_cumulee_2,K_cumulee_2,N_cumulee_3,P_cumulee_3,K_cumulee_3,N_cumulee_4,P_cumulee_4,K_cumulee_4,N_cumulee_5,P_cumulee_5,K_cumulee_5,N_cumulee_6,P_cumulee_6,K_cumulee_6,N_cumulee_7,P_cumulee_7,K_cumulee_7,N_cumulee_8,P_cumulee_8,K_cumulee_8,N_cumulee_9,P_cumulee_9,K_cumulee_9,N_cumulee_10,P_cumulee_10,K_cumulee_10,N_cumulee_11,P_cumulee_11,K_cumulee_11,N_cumulee_12,P_cumulee_12,K_cumulee_12,Date Plantation,Date Arrachage,Porte Greffe,Sup Debut Camp,Sup Plantee,Sup Arrachee,Sup Fin Camp,Tree Age,Days to Arrachage
22/23,HAOUZ,Marrakech,NOA,NOA1,12060,TR11803,2023-01-01,,False,1,1,1,2023,36.46233758389261,13.154623947438216,37.9149,30.8298,46.0532,7.6596,66.6383,226.5146,107.7128,1149.8934,1412.0419000000002,1376.712,1361.9674,1535.457,1783.2795,1743.2592000000002,1089.062,530.8149999999999,336.381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.11166,0.0,0.0,24.22332,0.0,0.0,24.22332,24.5242476,10.3959189,45.6655392,19.886427,15.4770786,22.2204714,19.492032,10.44564,16.88502,45.45559095,0.0,27.846537,87.18222494999999,29.6992494,50.44841580000001,19.6440516,9.4994856,14.65974,0.5892936,0.0,0.0,2007-07-30,,PG1,1.783,0.0,0.0,1.783,5634.0,
22/23,HAOUZ,Marrakech,NOA,NOA1,13997,TR12101,2023-01-01,,False,1,1,1,2023,70.24869010238908,24.15738926046257,74.509,59.8549,89.7824,14.6541,163.6722,94.0984,245.818,2442.7003000000004,3026.8013,2772.1077,2700.488099999999,2982.6322000000005,3138.4614,2794.6056,1711.6446999999998,1118.6677,301.563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.646,0.2175,0.0,47.292,0.0,0.0,47.292,44.605137,18.6377448,84.7562568,36.271319850000005,31.6632273,37.6684782,34.87067925,18.5004765,31.227465,77.19893385,0.0,42.8856666,107.9316882,29.2013424,63.6320436,60.1006884,24.1743042,33.68733,8.6670774,0.0,0.0,2010-01-10,,PG7,3.229,0.0,0.0,3.229,4739.0,
22/23,HAOUZ,Marrakech,NOA,NOA1,13998,TR12101,2023-01-01,,False,1,1,1,2023,31.85881843003413,10.95572460529143,33.791,27.1451,40.7176,6.6459,74.2278,368.5864,111.482,1107.7997,1372.6987,1257.1923,1224.7118999999998,1352.6678000000002,1423.3386,1267.3944,776.2552999999999,507.3322999999999,136.7632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.72377,0.0393945,0.0,21.44754,0.0101287499999999,0.0,21.44754,20.2289964,8.4524772,38.4380412,16.51056075,14.7039768,17.0831292,15.7526568,8.3902206,14.162085,35.01077985,0.0,19.4492646,48.94854105,13.2432084,28.7220108,27.25653465,10.9633986,15.27765,5.270815799999999,0.0,0.0,2010-01-10,,PG7,1.0,0.0,0.0,1.0,4739.0,
22/23,HAOUZ,Marrakech,NOA,NOA1,13999,TR12101,2023-01-01,,False,1,1,1,2023,71.1728251724138,22.991960632353106,63.775,61.7177,94.6338,14.9151,100.8056,342.3619,253.5569,2410.4198,3033.9401999999995,2898.6757,2833.014600000001,3234.1801,3286.6398,2840.0437,1597.8031,1086.2319000000002,216.5262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.446705,0.10873725,0.0,32.89341,0.0279554999999999,0.0,32.89341,31.0326951,12.963903,58.9638582,25.92160485,25.417144500000003,26.20995,24.2098434,12.8686332,21.72126,53.7014988,0.0,29.8329504,75.24502545,20.3664294,44.1165222,42.141820800000005,16.9506918,23.62116,14.087523,0.0,0.0,2010-01-10,,PG7,2.056,0.0,0.0,2.056,4739.0,
22/23,HAOUZ,Marrakech,NOA,NOA1,19995,TR12101,2023-01-01,,False,1,1,1,2023,53.37269206896552,17.24172867058309,47.825,46.2823,70.9662,11.1849,75.5944,256.73810000000003,190.1431,1807.5802,2275.1598000000004,2173.7242999999994,2124.4854,2425.3199000000004,2464.6602,2129.7563,1198.1969,814.5681,162.37380000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.333375,0.088863,0.0,24.66675,0.0,0.0,24.66675,23.2713966,9.7216554,44.216949,18.43788795,14.2251207,19.6548228,18.1429833,9.6501939,16.288815,40.28656005,0.0,22.3717872,59.7461484,15.272793,33.222894600000004,31.6023054,12.7113786,17.71362,5.079693,0.0,0.0,2010-01-10,,PG7,1.78,0.0,0.0,1.78,4739.0,
22/23,HAOUZ,Marrakech,NOA,NOA1,19999,TR12101,2023-01-01,,False,1,1,1,2023,26.21563793103449,9.293682812021247,23.2521,22.7643,34.3903,5.6911,115.4474,228.2116,157.15429999999998,169.18690000000004,864.7977000000001,1087.9686,1060.7329,1148.1319,1217.3192,1022.6848,612.1973999999999,386.6679,468.3751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058113,0.0,9.22764,0.0,0.0,9.22764,16.8806271,7.0422609,32.3576232,14.67110985,10.8113289,14.6715168,13.61398755,7.43895,12.03249,22.64299545,0.0,11.1820986,24.141327,6.4536588,11.1924888,21.0260271,10.2036222,13.2203244,14.3278479,5.5316844,8.726832,,,,,,,,,
22/23,HAOUZ,Marrakech,ORA,ORA2,12130,TR12130,2023-01-01,,False,0,1,1,2023,94.08520408163264,31.49237490876216,87.15,84.6,114.975,9.3,174.6,1734.9225,966.9,2652.6,2846.4,3640.2,3600.0,3824.1,3614.1,3245.7,2329.5,886.1999999999999,990.9356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.93487449999999,13.725,22.6357992,27.2048835,20.862,11.3882136,32.386875,16.653,20.4,73.73700000000001,0.0,49.266,119.0445,39.204,79.488,0.0,0.0,0.0,0.0,0.0,0.0,2009-05-31,,PG6,2.161,0.0,0.0,2.161,4963.0,
22/23,HAOUZ,Marrakech,AF,AF1,23080,TR21705,2023-01-01,,False,0,1,1,2023,13.835115384615388,6.837997249869701,15.5979,7.7989,18.45625,2.0065,31.7637,23.8773,175.628,235.18,225.9799,202.6967,259.8261,378.1355,412.6627,321.0442999999999,208.75420000000005,129.5532,119.6723,0.0,0.0,0.0,0.0,0.0,0.0,0.01518,0.0,6.095265,0.00321525,0.0,12.19053,0.0,0.0,12.19053,11.1242355,4.6418499,21.3372174,9.4340232,7.0435968,9.6009924,10.363113,5.4039351,6.890264999999999,18.75718425,0.0,11.0933646,20.23652715,7.0735194,14.6705484,9.897832949999998,6.2946147,3.9580764,5.480955599999999,2.9643408,1.81722,2019-01-06,,PG4,0.736,0.0,0.0,0.736,1456.0,
22/23,HAOUZ,Marrakech,AF,AF1,23090,TR21705,2023-01-01,,False,0,1,1,2023,13.835115384615388,6.837997249869701,15.5979,7.7989,18.45625,2.0065,31.7637,23.8773,175.628,235.18,225.9799,202.6967,259.8261,378.1355,412.6627,321.0442999999999,208.75420000000005,129.5532,119.6723,0.0,0.0,0.0,0.0,0.0,0.0,0.02625,0.0,6.095265,0.006489,0.0,12.19053,0.0,0.0,12.19053,11.1242355,4.6418499,21.3372174,9.4340232,7.0435968,9.6009924,10.355113500000002,5.4039351,6.890264999999999,18.75718425,0.0,11.0933646,20.84187915,7.6788714,15.377105399999998,10.96178415,6.3552507,4.0187124,5.480955599999999,2.9643408,1.81722,2019-01-06,,PG4,1.078,0.0,0.0,1.078,1456.0,
22/23,HAOUZ,Marrakech,AF,AF1,23100,TR21705,2023-01-01,,False,0,1,1,2023,13.835115384615388,6.837997249869701,15.5979,7.7989,18.45625,2.0065,31.7637,23.8773,175.628,235.18,225.9799,202.6967,259.8261,378.1355,412.6627,321.0442999999999,208.75420000000005,129.5532,119.6723,0.0,0.0,0.0,0.0,0.0,0.0,0.0226507499999999,0.0,6.095265,0.00992925,0.0,12.19053,0.0,0.0,12.19053,11.1242355,4.6418499,21.3372174,10.7109996,9.3069735,10.6205364,10.36559775,5.4039351,6.890264999999999,18.75718425,0.0,11.0933646,20.84187915,7.6788714,15.377105399999998,11.49564015,6.8891067,4.5525684,5.480955599999999,2.9643408,1.81722,2019-01-06,,PG4,1.078,0.0,0.0,1.078,1456.0,
22/23,HAOUZ,Marrakech,AF,AF1,23110,TR21705,2023-01-01,,False,0,1,1,2023,13.569051839464882,6.706497575352554,15.2979,7.649,18.10135,1.9679,31.1528,23.4182,172.25029999999998,230.6571,221.6345,198.7986,254.8294,370.8638,404.7266,314.87019999999995,204.7398,127.0617,117.3705,0.0,0.0,0.0,0.0,0.0,0.0,0.02951475,0.0,5.97804,0.01575525,0.0,11.95608,0.0,0.0,11.95608,10.9102989,4.5525459,20.9268756,10.51814745,9.1113828,10.4088186,10.1477508,5.2999728,6.757709999999999,18.3964419,0.0,10.8800028,20.43664785,7.526772,14.982402,12.82487595,6.634830300000001,4.3431882,5.375551799999999,2.907333,1.78227,2019-01-06,,PG4,1.06,0.0,0.0,1.06,1456.0,
22/23,HAOUZ,Marrakech,AF,AF1,23120,TR21705,2023-01-01,,False,0,1,1,2023,13.317773244147157,6.582301967587267,15.0146,7.5073,17.7661,1.9315,30.5759,22.9845,169.06040000000002,226.3858,217.5301,195.1176,250.11050000000003,363.9955,397.2321,309.0393,200.9484,124.7087,115.1972,0.0,0.0,0.0,0.0,0.0,0.0,0.048333,0.0,5.86734,0.01568325,0.0,11.73468,0.0,0.0,11.73468,10.7082543,4.4682378,20.5393428,10.50690225,9.883047,10.2299388,10.0206885,5.2018299,6.632595,18.0557808,0.0,10.6785366,19.47981075,6.809022,14.2232964,11.6675844,7.468989,5.219781,5.2760032500000005,2.8535004,1.749255,2019-01-06,,PG4,1.057,0.0,0.0,1.057,1456.0,
22/23,HAOUZ,Marrakech,AF,AF1,23130,TR21807,2023-01-01,,False,0,1,1,2023,13.835115384615388,6.837997249869701,15.5979,7.7989,18.45625,2.0065,31.7637,23.8773,175.628,235.18,225.9799,202.6967,259.8261,378.1355,412.6627,321.0442999999999,208.75420000000005,129.5532,119.6723,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.0,6.095265,0.02535525,0.0,12.19053,0.0,0.0,12.19053,11.1242355,4.6418499,21.3372174,9.8830497,9.213153300000002,9.6009924,10.3967325,5.4039351,6.890264999999999,18.75718425,0.0,11.0933646,20.23652715,7.0735194,14.6723754,11.56532955,7.2151587,4.878620400000001,5.480955599999999,2.9643408,1.81722,2019-01-06,2050-09-30,PG4,1.078,0.0,0.0,1.078,1456.0,10134.0
22/23,HAOUZ,Marrakech,AF,AF1,23140,TR21807,2023-01-01,,False,0,1,1,2023,13.835115384615388,6.837997249869701,15.5979,7.7989,18.45625,2.0065,31.7637,23.8773,175.628,235.18,225.9799,202.6967,259.8261,378.1355,412.6627,321.0442999999999,208.75420000000005,129.5532,119.6723,0.0,0.0,0.0,0.0,0.0,0.0,0.0225,0.0,6.095265,0.01261125,0.0,12.19053,0.0,0.0,12.19053,11.1242355,4.6418499,21.3372174,9.68877405,8.274473100000002,9.6009924,10.35310575,5.4039351,6.890264999999999,18.7681725,0.0,11.0933646,20.23652715,7.0735194,14.6526054,14.771125949999998,8.4312987,6.0947604,5.480955599999999,2.9643408,1.81722,2019-01-06,,PG9,1.078,0.0,0.0,1.078,1456.0,
22/23,HAOUZ,Marrakech,AF,AF1,23150,TR23150,2023-01-01,,False,0,1,1,2023,13.569051839464882,6.706497575352554,15.2979,7.649,18.10135,1.9679,31.1528,32.4473,172.25029999999998,230.6571,221.6345,198.7986,254.8294,370.8638,404.7266,314.87019999999995,204.7398,127.0617,117.3705,0.0,0.0,0.0,0.0,0.0,0.0,0.04481925,0.0,5.97804,0.01227675,0.0,11.95608,0.0,0.0,11.95608,10.940298900000002,4.5525459,20.9268756,9.51556005,8.1062961,9.4163406,10.1720028,5.2999728,6.757709999999999,18.4071384,0.0,10.8800028,19.84736385,6.937488,14.370072,11.80298955,7.299000299999999,5.0073582,5.375551799999999,2.907333,1.78227,2019-01-06,2050-01-12,PG7,1.06,0.0,0.0,1.06,1456.0,9873.0
22/23,HAOUZ,Marrakech,CLA,CLA14,23010 CLEMENTINE NULES,TR21202,2023-01-01,,False,2,1,1,2023,30.33908125,13.737753399725737,34.8809,18.2054,36.29595,8.7202,176.2401,361.5066,322.8009,425.9135,660.1354,738.3113000000002,1122.7655,1680.4008,1846.0848,1657.7589,1014.9107,659.8297,692.4157,0.9313206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.76139,0.02530725,0.0,29.4295113,26.3242116,11.0119335,50.4448578,22.0951068,15.957947699999998,22.1424078,18.8624166,10.172000099999998,12.54483,31.65924525,0.0,15.9044172,37.3943982,11.7309708,18.043171200000003,32.74898025,15.5118609,19.6152648,18.56379375,5.0393502,13.0809204,2008-05-30,2050-12-31,PG6,1.8385,0.0,0.0,1.8385,5329.0,10226.0
22/23,HAOUZ,Marrakech,CLA,CLA14,23020,TR21202,2023-01-01,,False,2,1,1,2023,14.62289326923077,6.621349498632907,16.8119,8.7747,17.494025,4.203,84.9446,174.23949999999996,155.58429999999998,205.2825,318.17350000000005,355.85310000000004,541.1528,809.9225,889.7796,799.0095999999999,489.1685,318.0261,333.7317,0.5555604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.86246,0.02730975,0.0,14.6512821,12.6877731,5.3075307,24.3134796,10.64941815,7.6914168,10.672224600000002,9.0913209,4.9027164,6.046365,15.24575265,0.0,7.665624000000001,18.02341635,5.6540916,8.696454600000001,15.8219094,7.4764242,9.4541718,8.947405949999998,2.428866,6.3047592,2008-05-30,,PG6,1.093,0.0,0.0,1.093,5329.0,
22/23,HAOUZ,Marrakech,CLA,CLA14,23040,TR21202,2023-01-01,,False,1,1,1,2023,14.531782692307694,6.580091195614052,16.7072,8.72,17.385025000000002,4.1768,84.4153,173.154,154.6148,204.004,316.1913,353.6355000000001,537.7813,804.8766,884.2356,794.0316999999999,486.1206000000001,316.0447,331.6526,0.1064256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.77609,0.01505175,0.0,14.2410237,12.6087366,5.2744626,24.162016200000004,10.58306775,7.6434891,10.6057362,9.034677,4.8721554000000005,6.008685,15.14691735,0.0,7.617848400000001,17.9110995,5.6188728,8.642259,15.68605005,7.429833,9.395262,8.891659050000001,2.4137352,6.265473,2008-05-30,,PG6,1.09,0.0,0.0,1.09,5329.0,
22/23,HAOUZ,Marrakech,CLA,CLA15,22212,TR21001,2023-01-01,,False,2,1,1,2023,228.11056423611112,78.74297673877422,235.5513,182.2615,261.7237,65.4309,680.4816,1870.161,1629.6662,1724.4681999999998,3730.4346,4831.1284,5457.8114000000005,8252.147799999999,12781.712299999996,11735.6901,6561.703699999999,3643.7752,4445.522199999999,27.9598212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.1467,0.1875,0.0,152.0967,136.946982,28.5598218,269.6080104,123.54171795,118.5132705,120.1348104,108.79357995,57.6517161,87.67729499999999,177.76086945,0.0,88.95693899999999,211.33991115,64.2269574,88.340463,175.74448065,87.5886273,108.46612199999998,105.6939402,47.7383706,74.74540680000001,2010-06-14,,PG7,7.963,0.0,0.0,7.963,4584.0,
22/23,HAOUZ,Marrakech,CLA,CLA15,32080,TR31001,2023-01-01,,False,2,1,1,2023,7.263807569721116,3.060355852443055,7.4852,5.7578,7.4852,2.0152,29.9407,80.60980000000002,65.63940000000001,158.62820000000002,233.76800000000003,227.4346,233.4804,284.7251,310.63540000000006,335.3942,233.1909,138.18779999999998,136.92140000000003,9.68425035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.008445,0.01093125,0.0,6.3383826,5.7776145,1.756068,9.9659238,4.8403236,2.9677842,4.9710288,4.364269350000001,2.3707284,4.332705,7.625607749999999,0.0,3.853663800000001,4.821013199999999,1.1037546,1.9069806,6.818543099999999,3.8618739,4.748878799999999,4.2270918,1.881063,2.9606454,2009-01-06,,PG7,0.736,0.0,0.0,0.736,5108.0,
22/23,HAOUZ,Marrakech,CLA,CLA15,33010,TR31102,2023-01-01,,False,2,1,1,2023,20.26384621513944,8.537484711399227,20.8814,16.0626,20.8814,5.6219,83.5255,224.87659999999997,183.1138,442.52489999999983,652.1419999999998,634.4731999999999,651.3390999999999,794.2964,866.5778999999999,935.6471999999998,650.5352999999999,385.503,381.9691,31.3665225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.392695,0.01003425,0.0,17.0502942,16.1180133,4.8990564,27.8021058,14.41221075,12.6714141,13.867795799999998,12.1437015,6.6137115,12.08706,21.28361025,0.0,10.7506968,13.4492094,3.0791826,5.3199276,19.02172545,10.7735679,13.220307600000002,11.792347650000002,5.2476498,8.2593852,2009-01-06,,PG6,1.336,0.0,0.0,1.336,5108.0,
22/23,HAOUZ,Marrakech,CLA,CLA15,33020,TR31102,2023-01-01,,False,2,1,1,2023,48.16557410358567,20.29293378931907,49.6334,38.1796,49.6334,13.3629,198.5338,534.5136,435.24680000000006,1051.8469000000002,1550.0902,1508.0927,1548.1807,1887.9795999999992,2059.7883999999995,2223.9611000000004,1546.2737999999997,916.3104,907.9102,75.7559985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05880525,0.0,19.948785,0.0238635,0.0,40.527566400000005,38.3112684,11.6447292,66.0833862,33.211810650000004,25.0703046,32.9626812,28.8646764,15.7203954,28.730085,50.5894983,0.0,25.5535566,31.9677216,7.318998,12.6450366,45.2131812,25.607943,31.4896248,28.0295178,12.4732386,19.631922,2009-01-06,,PG6,2.626,0.0,0.0,2.626,5108.0,
22/23,HAOUZ,Marrakech,MAD,MAD2,23160,TR22005,2023-01-01,,False,0,1,1,2023,4.607355319148936,2.8310230755120886,3.2122,2.3001,8.328,1.1897,10.9851,15.5698,41.52139999999999,52.665,47.35119999999999,65.0582,97.4578,136.7586,153.236,123.49289999999998,67.41739999999999,37.1389,35.55279999999999,0.0292653,0.0,0.0,0.0,0.3254814,0.2169876,0.458208,0.458208,1.241388,0.0,0.0,1.56636,0.0,0.0,1.56636,3.7208805,2.1408438,2.5559352,3.9761796,4.0305225,2.1126072,5.2762071,2.7455307,3.52938,8.027214749999999,0.0,4.5878928000000005,8.1070137,3.6893892,5.7416424,4.8491886,3.4500366,1.9930488,3.7194375,1.648917,1.02114,2020-01-07,2060-01-10,PG4,0.7222,0.0,0.0,0.7222,1090.0,13523.0
22/23,HAOUZ,Marrakech,MAD,MAD2,23180,TR22005,2023-01-01,,False,0,1,1,2023,13.353597872340425,8.205229545531973,9.3101,6.6665,24.1374,3.4482,31.8383,45.1262,120.3418,152.63970000000003,137.23780000000002,188.5588,282.4648,396.3696000000001,444.1271999999999,357.92260000000005,195.3975,107.64119999999998,103.0435,0.0848232,0.0,0.0,0.0,0.9437319,0.6291546,0.626508,0.626508,2.896533,0.7735176,0.0,4.54005,0.0,0.0,4.54005,10.784487899999998,6.2049993,7.4082474,11.8323957,11.6343036,6.5117184,15.323578500000002,7.957755000000001,10.22958,23.2575765,0.0,13.297348799999998,22.16900925,9.3652986,15.313437,14.05452135,9.999441,5.7766602,13.4105952,4.779162,2.95968,2020-01-07,2060-01-10,PG4,1.3342,0.0,0.0,1.3342,1090.0,13523.0
22/23,HAOUZ,Marrakech,MAD,MAD2,23191,TR22005,2023-01-01,,False,0,1,1,2023,17.60574929078014,10.817995286519736,12.2747,8.7893,31.8234,4.5462,41.9765,59.4955,158.66200000000003,201.2445,180.9382,248.6011,372.4093,522.5847,585.5496,471.8948,257.6175,141.9171,135.8554,0.111834,0.0,0.0,0.0,1.2440763,0.8293842,1.916196,1.916196,4.909071,1.019682,0.0,5.98575,0.0,0.0,5.98575,14.2185789,8.1808503,9.767271,15.9406545,14.7596895,9.148044,20.2291245,10.491756,13.48698,30.67558485,0.0,17.5316028,30.31842225,13.4376546,21.388872,18.52987785,13.1835663,7.616126400000001,15.1499259,6.30099,3.90213,2020-01-07,2060-01-10,PG4,1.6315,0.0,0.0,1.6315,1090.0,13523.0
22/23,HAOUZ,Marrakech,MAD,MAD2,23200,TR22005,2023-01-01,,False,0,1,1,2023,11.459177659574468,7.041183183246475,7.9893,5.7208,20.7131,2.959,27.3216,38.7244,103.2698,130.98569999999998,117.7688,161.8085,242.3923,340.1383000000001,381.1208,307.1454,167.6771,92.3704,88.4252,0.0727893,0.0,0.0,0.0,0.8097876,0.5398584,1.313694,1.313694,3.261684,0.0,0.0,3.89598,0.0,0.0,3.89598,9.2545131,5.3246961,6.3572736,9.43351365,8.687842499999999,5.0353746,13.1472168,6.828828,8.77833,19.9576746,0.0,11.410875,19.15368885,8.1663738,13.341639,12.06066525,8.580857400000001,4.9571244,9.5527809,4.1011758,2.539785,2020-01-07,2060-01-10,PG4,1.2016,0.0,0.0,1.2016,1090.0,13523.0
22/23,HAOUZ,Marrakech,ORA,ORA2,22100,TR22100,2023-01-01,,False,0,1,1,2023,80.56808585858589,123.19070507019944,46.8954,38.3543,64.461,31.747,847.1783,91.3734,487.0026,1189.1437,1215.4116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01132575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1986-01-01,,PG5,1.231,0.0,0.0,1.231,13514.0,
22/23,HAOUZ,Marrakech,ORA,ORA2,22120,TR22120,2023-01-01,,False,0,1,1,2023,69.41676262626261,106.140086388228,40.4046,33.0457,55.539,27.353,729.9217,78.7266,419.5974,1024.5563,1047.1884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03537375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2043-01-01,,PG5,1.159,0.0,0.0,1.159,,
22/23,HAOUZ,Marrakech,ORA,ORA4,30090,TR31303,2023-01-01,,False,0,1,1,2023,9.993675933609955,3.1402797877208948,10.5821,6.8783,11.6403,3.7037,23.2805,165.0804,141.2701,275.13390000000004,225.9267,214.8154,206.8783,334.3925000000001,385.1866,391.0075000000001,185.1864,119.0484,162.4349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.937736899999999,2.4205959,3.9955452,6.822505349999999,4.1311518,2.0114502,7.6936287,3.9697641,5.60844,15.4140318,0.0,8.4698328,12.8677641,2.7714312,7.3989528,4.0787694000000005,0.0,0.0,0.0,0.0,0.0,2007-01-06,2050-09-30,PG2,1.0534,0.0,0.0,1.0534,5839.0,10134.0
22/23,HAOUZ,Marrakech,ORA,ORA4,31050,TR31303,2023-01-01,,False,0,1,1,2023,9.9495510373444,3.126376752369958,10.5353,6.848,11.5889,3.6874,23.1777,164.3508,140.647,273.9183,224.9296,213.86760000000004,205.96660000000008,332.91690000000006,383.48620000000005,389.28,184.3688,118.5228,161.7173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.902703199999999,2.4099453,3.9779652,6.792398549999999,4.1129616,2.0026002,7.65966525,3.9522693,5.58369,15.34597455,0.0,8.4324348,12.8109321,2.759184,7.3662744,4.0450698,0.0,0.0,0.0,0.0,0.0,2007-01-06,2050-09-30,PG2,1.048,0.0,0.0,1.048,5839.0,10134.0
22/23,HAOUZ,Marrakech,ORA,ORA4,31060,TR31303,2023-01-01,,False,0,1,1,2023,7.875796680497924,2.4747533154314456,8.3395,5.4207,9.1734,2.9188,18.3469,130.09560000000002,111.3325,216.8269,178.04870000000005,169.29219999999998,163.03790000000004,263.5283,303.55740000000003,308.1435,145.94160000000002,93.8196,128.01110000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2555688,1.9076103,3.1487868,5.37666015,3.2556432,1.5851718,6.0856711500000005,3.1284765,4.4199,12.1474437,0.0,6.6748668,10.1408082,2.1841002,5.8309416,1.560711,0.0,0.0,0.0,0.0,0.0,2007-01-06,2050-09-30,PG2,0.913,0.0,0.0,0.913,5839.0,10134.0
22/23,HAOUZ,Marrakech,ORA,ORA4,31080,TR31303,2023-01-01,,False,0,1,1,2023,6.155039419087138,1.9340532962489252,6.5174,4.2363,7.1692,2.2811,14.3383,101.6712,87.00710000000001,169.45220000000003,139.14630000000002,132.303,127.4149,205.9499,237.2339,240.8178,114.0552,73.3212,100.0422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8887748,1.4908095,2.460798,4.20190395,2.5443039,1.238823,4.7384185500000005,2.4449166,3.4542,9.4933764,0.0,5.216496599999999,7.9251561,1.7068968,4.5569532,1.2864222,0.0,0.0,0.0,0.0,0.0,2007-01-06,2050-09-30,PG2,0.802,0.0,0.0,0.802,5839.0,10134.0
22/23,HAOUZ,Marrakech,ORA,ORA4,32040,TR31303,2023-01-01,,False,0,1,1,2023,4.632829460580913,1.455751290457996,4.9056,3.1886,5.3961,1.717,10.7923,76.5276,65.4893,127.54539999999996,104.7339,99.58299999999998,95.90339999999996,155.01620000000003,178.5634,181.2622,85.84800000000001,55.188,75.3011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6796965,1.1221011,1.8521916,3.162699,1.9150401,0.9324366,3.56654175,1.8402114,2.59992,7.14553575,0.0,3.926376,5.9651721,1.2847572,3.4299624,0.880371,0.0,0.0,0.0,0.0,0.0,2007-01-06,2050-09-30,PG2,0.7,0.0,0.0,0.7,5839.0,10134.0
22/23,HAOUZ,Marrakech,ORA,ORA4,32060,TR31303,2023-01-01,,False,0,1,1,2023,3.717289626556016,1.1680648463093186,3.9361,2.5585,4.3298,1.3777,8.6595,61.40399999999999,52.5476,102.3393,84.0364,79.9036,76.95169999999997,124.3823,143.276,145.44089999999997,68.8828,44.2818,60.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9525148000000003,0.90036,1.4861736,2.5377037500000004,1.5366144,0.7481736,2.86596795,1.4765904,2.08611,5.7361263000000005,0.0,3.1504710000000005,4.78632,1.0308546,2.752134,0.7131012,0.0,0.0,0.0,0.0,0.0,2007-01-06,2050-09-30,PG2,0.643,0.0,0.0,0.643,5839.0,10134.0
